7.229663370987530868e+01,3.160780363203278820e-01,8.136105715067842858e-01
7.248707753919616437e+01,3.250217507956369434e-01,8.369131248363494979e-01
7.168765715354135182e+01,2.929435473916981447e-01,7.524364371850303934e-01
6.940933869764178610e+01,2.605151513520863049e-01,5.091772464038401003e-01
6.973296880505513684e+01,2.546649721978766490e-01,5.345158956398423644e-01
7.024901296740523549e+01,3.375674185357990797e-01,7.708667317058273127e-01
7.122295184191379747e+01,2.684086832087041463e-01,6.727250633513277567e-01
7.152108623628926409e+01,2.825572751675377026e-01,6.784835048700686988e-01
7.126511922534609766e+01,3.141534256621598686e-01,7.907999004876660187e-01
7.030675604609510287e+01,3.021868145469045475e-01,6.904223628191734630e-01
7.424011940424080080e+01,2.502691059761210646e-01,8.728977737839496154e-01
7.234150843353175730e+01,2.814844834456338152e-01,7.588247363932532075e-01
6.949858518601686797e+01,2.690182163201687571e-01,5.513647855858643254e-01
7.320950789744748022e+01,2.837818769211920555e-01,8.347702680115689500e-01
6.923193826156399666e+01,2.657591637823010777e-01,4.528618208482030894e-01
6.961675753112403697e+01,3.331804431387210830e-01,7.062379864804944063e-01
7.252115256225987139e+01,2.750568498479110113e-01,7.532727093107485228e-01
7.014107751744701602e+01,3.104571899961398596e-01,6.629976160090338411e-01
7.266386590380948007e+01,2.638935856346042441e-01,7.314502435633734034e-01
7.078046090667798751e+01,2.845134755757410261e-01,6.408109140087790978e-01
7.421346890428300469e+01,3.013170870400047052e-01,9.431615218277881185e-01
6.786072427602104540e+01,3.108539401458931262e-01,3.948707429561429949e-01
7.204980701737306958e+01,3.133744339559346170e-01,7.909873875821672451e-01
7.040844881698281199e+01,2.865744667864230100e-01,5.790342797827866539e-01
7.012283309084011762e+01,2.762217363412634019e-01,5.758616926975572703e-01
6.852676101265288366e+01,2.130848284741156395e-01,2.931535783703219100e-01
7.219638686704146835e+01,3.301433055401508665e-01,8.742424779714337291e-01
7.210865655951147346e+01,3.387820563508180949e-01,9.259707209003626982e-01
6.887043983940060343e+01,2.228084027035099890e-01,3.116203944337643805e-01
7.359461503591977305e+01,3.005889359636590430e-01,8.401767244592759365e-01
7.077471937789425738e+01,2.828321385221074236e-01,6.438378731868131810e-01
6.810618127878939276e+01,2.773541324288454901e-01,3.918620013259076496e-01
7.507754171769467177e+01,2.947976782953085628e-01,9.155705098219133475e-01
7.298075599101372291e+01,2.978617606329098111e-01,8.040053155404974783e-01
7.067014615963012147e+01,3.491628105524147152e-01,8.809820863567754401e-01
7.055183230298514729e+01,2.829383042723710995e-01,6.578618456262999015e-01
7.152745729634031591e+01,2.668719102234496376e-01,7.104534812481477779e-01
6.939574490963072151e+01,3.158033588636728339e-01,6.666928574691426412e-01
7.228122943997627203e+01,2.903186876269011063e-01,7.969723324789942387e-01
6.812545464429517494e+01,3.177503639548616698e-01,4.545688284715639904e-01
7.152815397280997445e+01,3.160334023290386485e-01,8.141901572494303352e-01
7.043547877719885264e+01,3.062938201566788865e-01,7.073720730025616632e-01
7.232733224388280746e+01,2.648097720734886584e-01,7.582059706585819736e-01
7.323287059883476502e+01,2.350637983874641623e-01,7.013816922644060536e-01
7.070643726524241401e+01,2.842792963613992030e-01,6.602943045408169453e-01
7.297134992522954633e+01,2.836291084835407261e-01,8.305569058223745138e-01
7.023814467758170110e+01,2.675684918707701421e-01,5.709437853878980285e-01
7.282874484933294923e+01,2.804147858565024243e-01,7.761562267468324894e-01
7.136471829884895612e+01,2.841947320000656751e-01,7.228361415129624934e-01
6.926913875584557445e+01,2.560807025636118728e-01,4.239371753318921243e-01
7.189847894141374240e+01,2.314094359200993822e-01,6.216232396774601376e-01
7.284722625515932748e+01,3.373270944114771241e-01,9.657129576033234297e-01
7.284080573898997102e+01,2.831853978571278185e-01,8.160475102296508298e-01
6.954521571127293100e+01,2.841600486047086149e-01,5.081560523267067975e-01
7.159825699347106820e+01,3.095095638172684627e-01,8.035871448951081852e-01
7.172429768546683704e+01,2.966892895277978281e-01,7.463929480846965836e-01
7.060810335792648118e+01,2.444606610016595016e-01,5.561891820498485739e-01
7.034435214285682036e+01,2.672402724842002364e-01,5.271394188938263170e-01
7.152140098189862272e+01,2.991245884369564956e-01,7.390780543889005072e-01
7.218429316565244847e+01,2.964362513053320214e-01,7.828723380147191158e-01
7.364577925250888768e+01,2.979417737365602781e-01,8.988521148344832401e-01
7.342109368467535546e+01,2.861041907836169296e-01,8.234001585701342663e-01
7.070848600170970144e+01,2.855896349088028474e-01,7.131683926148678632e-01
6.998373304683383367e+01,2.412407588226518629e-01,4.682231443143187732e-01
7.380022370063778681e+01,2.737064309724632216e-01,8.243506791324461958e-01
7.218984405898373780e+01,2.827327145512329998e-01,7.320088242048129468e-01
7.354985830449516016e+01,2.774453078219979996e-01,8.667509307107503780e-01
7.105510483640587438e+01,2.960246876491720580e-01,7.154611759016862305e-01
7.441587190053289191e+01,2.658969646731978997e-01,8.574946465168429288e-01
7.216449978958451084e+01,2.690689290633386799e-01,7.574126802358259747e-01
7.049753804940264956e+01,3.152122653516593598e-01,7.908304841150739506e-01
6.874120896928390323e+01,3.312529600591951895e-01,5.286814509433152010e-01
7.352841661542835539e+01,2.952327753310590719e-01,8.915080973271982678e-01
7.193516637442347417e+01,2.954329193958692978e-01,7.935011576951824797e-01
7.404217356187322707e+01,2.716460080953805867e-01,9.093752381635105131e-01
7.297832537012747878e+01,2.777711862026743805e-01,8.293651725907854599e-01
6.967852123042936796e+01,2.842183668450267153e-01,5.901287786972209126e-01
7.315932227526890586e+01,2.985450231810263810e-01,8.934688202721423611e-01
7.121351002067906677e+01,2.665324680943645941e-01,6.520371711394956638e-01
7.390320944574148143e+01,2.906356509961466328e-01,8.931422239410943265e-01
7.134867610995587484e+01,2.523850097718951524e-01,6.594454454720404257e-01
6.756561871684691312e+01,2.763258331977127003e-01,3.078001364776541404e-01
7.043493873103216174e+01,2.942599380373610019e-01,6.667030812559930908e-01
7.024297198813033560e+01,3.132913566303351383e-01,6.572281534506804190e-01
7.241524951877049432e+01,2.576792259428927201e-01,7.414334879219901531e-01
6.910005889389347544e+01,2.843009780438010004e-01,5.162778812687314201e-01
6.986886299233991338e+01,3.105859382854654904e-01,6.651163488472729979e-01
7.276811282762214717e+01,2.397612900488977628e-01,6.589481540134909388e-01
7.017567288934796466e+01,2.994250556006273212e-01,6.288151939347531583e-01
6.981233837595441116e+01,2.607246728615831288e-01,4.600144281284205272e-01
7.299100204401517544e+01,2.699975293705058066e-01,7.620491188747796629e-01
7.165275563893452215e+01,2.630060652652382869e-01,6.682502600394601977e-01
7.122474675690521906e+01,2.661132216065176248e-01,6.625759879240987749e-01
7.528943738910555794e+01,2.542125369458195783e-01,9.101662342677461215e-01
7.129202615114658670e+01,2.834030411214132350e-01,6.852331681998580226e-01
7.193847437186551019e+01,2.595850993006942886e-01,6.953966078848025090e-01
7.453529212962723705e+01,2.776485661136697258e-01,8.942966126559021012e-01
