6.925301114620584997e+01,2.657222743904067985e-01,6.403465227579769881e-01
6.986464910773403858e+01,1.144200269350033328e-01,4.124093486889337523e-01
6.978254436906826186e+01,2.820995909936440116e-01,4.791687123535056103e-01
6.996607592324473046e+01,2.631702143142231609e-01,5.510407426257831753e-01
6.946392395545890963e+01,3.951087600280011602e-01,7.818601844671777545e-01
7.052789420851533464e+01,2.311297551930643346e-01,7.480743531192871609e-01
6.874084989572587290e+01,1.630379262391143391e-01,3.851674202328873031e-01
7.066803911341874311e+01,2.033641014203390052e-01,7.191047504815375468e-01
6.988619417987226257e+01,1.844357204543095596e-01,5.711677181150366378e-01
6.995445894848579371e+01,1.927070145317457406e-01,6.381744828193250951e-01
6.957642766198999595e+01,1.287449233293659900e-01,4.554782803996054730e-01
6.971723572691355741e+01,2.297172814738804303e-01,5.735662754422108378e-01
6.928744966955601114e+01,1.963230759825986549e-01,4.977394279932401133e-01
7.034029236207688029e+01,2.063054900529229518e-01,6.595982895794351153e-01
6.994940669134022926e+01,3.249433054059460702e-01,6.823133416183686517e-01
7.073704885802425224e+01,1.815437736709886729e-01,6.854705355940935441e-01
6.909461125248832047e+01,8.076624988122005355e-03,2.968466780098042435e-01
6.973093298452236866e+01,3.776491952235272453e-02,3.711893684131986060e-01
7.035153595060526754e+01,2.055227796967876719e-01,6.383830482549659457e-01
6.974986750525646073e+01,2.922651083273957173e-01,5.957967546831376415e-01
6.838780799293110135e+01,3.580924690813433453e-02,3.262091536777796397e-01
7.023193292862121950e+01,2.008724056892249310e-01,6.486179193392680453e-01
7.062224770153505915e+01,3.559883200266829584e-01,7.528059682239489625e-01
7.039957013452730905e+01,1.182811899817001466e-01,4.195065602998966359e-01
6.965875315069401097e+01,1.352039734199455556e-01,5.088939523454653058e-01
6.900769494964629303e+01,2.120959246341044269e-01,5.285149653153650151e-01
7.098233296830009920e+01,9.542029620249137256e-03,4.169757640477859129e-01
6.980354079517550758e+01,2.372220738072395863e-01,6.492422106372142121e-01
